RID,Weights,Segment,Brand,Buy Client's Brand,Average price pay for the yogurt most typically purchased,Price Paid Range,Price Mid-Point,Number of Units Purchased,Number of Units Purchased Groups,Where Typically Purchase Yogurt,Store where typically buy yogurt,How many times per week eat last yogurt purchased,Time of day eat yogurt: Before breakfast,Time of day eat yogurt: At breakfast,Time of day eat yogurt: Mid-morning,Time of day eat yogurt: At lunch,Time of day eat yogurt: Mid-afternoon,Time of day eat yogurt: At dinner,Time of day eat yogurt: After dinner/early evening,Time of day eat yogurt: Before going to bed,Breakfast,Lunch,Dinner,Snack,Banana,Blueberry,Boysenberry,Strawberry,Vanilla,Coffee,Raspberry,Price Importance,Brand Name Importance,Fat Content Importance,Calorie Content Importance,Diet Fad Importance,Organic Importance,Non-Dairy Importance,Flavor Importance,Creaminess Importance,Dietary Fiber Content Importance,Vitamin D Fortified Importance,Price Satisfied,Brand Name Satisfied,Fat Content Satisfied,Calorie Content Satisfied,Diet Fad Satisfied,Organic Satisfied,Non-Dairy Satisfied,Flavor Satisfied,Creaminess Satisfied,Dietary Fiber Satisfied,Vitamin D Fortified Satisfied,Satisfied,Recommand,Purchase Again,Gender,Age,Ethnicity,Education,Employment Status,Household Income,Descriptive Word,x
4881,119776.641,Dessert Lover,Client,Buy,$1.10,$1.20 - $1.29,$1.25,8,Medium,Locally Owned Health Food Store,Convenience Store,5,No,No,Yes,Yes,No,No,No,No,0,1,0,0,Yes,No,Yes,No,No,No,No,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Male,61 to 67 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$25,000 - $39,999",Smooth,Male
4884,99004.5771,Normal Food Consumer,C,Not Buy,$1.10,$1.10 - $1.19,$1.15,7,Medium,National Grocery Chain Store,Convenience Store,7,No,Yes,Yes,Yes,No,Yes,No,No,1,1,1,0,No,Yes,No,Yes,No,No,No,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely unimportant,Extremely important,Neither important nor unimportant,Extremely important,Only somewhat important,Extremely unimportant,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Will Definitely Recommand,Extremely Likely,Male,18 to 35 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$60,000 - $74,999",Delicious,Male
4889,79107.0135,Health Fanatic,C,Not Buy,$1.35,$1.40 - $1.49,$1.45,7,Medium,National Grocery Chain Store,Warehouse Store,3,No,Yes,Yes,No,No,No,No,No,1,0,0,0,No,No,Yes,No,Yes,Yes,Yes,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,May Recommand,Somewhat Likely,Female,68 years old and over,Asian,High School - No Diploma,Employed as a mid-level manager,"$200,000 or more",Delicious,Female
4898,79107.0135,Health Fanatic,C,Not Buy,$1.17,$1.00 - $1.09,$1.05,7,Medium,Locally Owned Grocery Store,Local Grocery Store,4,No,No,Yes,No,No,No,No,Yes,0,0,0,1,No,No,Yes,No,Yes,No,No,Extremely important,Only somewhat important,Extremely unimportant,Extremely important,Extremely important,Only somewhat unimportant,Extremely important,Only somewhat important,Extremely important,Extremely unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,61 to 67 years old,Caucasian,High School Graduate or equivalent,"Other, please specify:","$75,000 - $99,999",Healthy,Female
4905,79107.0135,Normal Food Consumer,E,Not Buy,$1.20,$1.40 - $1.49,$1.45,7,Medium,National Health Food Store,Local Grocery Store,5,Yes,Yes,No,Yes,No,No,No,No,1,1,0,0,No,Yes,No,No,Yes,No,No,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely important,Only somewhat important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Dissatisfied,Neither Recommand nor Not Recommand,Neither Likely nor Unlikely,Male,18 to 35 years old,African-American,Some College (no degree),"Employed, but not at a management level","$40,000 - $49,999",Typical,Male
4911,149903.721,Normal Food Consumer,E,Not Buy,$1.15,$1.20 - $1.29,$1.25,7,Medium,National Health Food Store,Convenience Store,4,No,No,No,No,No,Yes,No,No,0,0,1,0,No,Yes,No,No,Yes,Yes,No,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Extremely Likely,Female,18 to 35 years old,African-American,Some College (no degree),Employed as a mid-level manager,"$100,000 - $149,999",Flavourful,Female
4916,42294.2553,Normal Food Consumer,Major Competitor,Not Buy,$1.54,$1.10 - $1.19,$1.15,4,Low,Locally Owned Grocery Store,Convenience Store,4,No,No,Yes,Yes,No,No,No,Yes,0,1,0,1,No,No,Yes,Yes,No,Yes,No,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,May Recommand,Extremely Likely,Male,61 to 67 years old,African-American,High School - No Diploma,Employed as a mid-level manager,"$40,000 - $49,999",Flavourful,Male
4926,42294.2553,Dessert Lover,Major Competitor,Not Buy,$1.04,$1.10 - $1.19,$1.15,8,High,National Health Food Store,Warehouse Store,1,No,Yes,Yes,Yes,No,No,No,No,1,1,0,0,No,Yes,Yes,Yes,No,No,No,Extremely unimportant,Neither important nor unimportant,Extremely important,Extremely important,Extremely unimportant,Extremely unimportant,Only somewhat important,Extremely important,Extremely important,Extremely unimportant,Extremely unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Female,61 to 67 years old,Hispanic,Some College (no degree),"Employed, but not at a management level","$40,000 - $49,999",Healthy,Female
4929,87704.1192,Dessert Lover,Client,Buy,$1.04,$1.40 - $1.49,$1.45,9,High,National Grocery Chain Store,Convenience Store,7,No,Yes,Yes,Yes,No,No,No,No,1,1,0,0,No,Yes,No,No,No,Yes,No,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,36 to 40 years old,African-American,Some College (no degree),"Employed, but not at a management level","$75,000 - $99,999",Smooth,Female
4946,9702.41086,Dessert Lover,Client,Buy,$1.05,$1.20 - $1.29,$1.25,7,Medium,National Grocery Chain Store,Convenience Store,6,No,No,Yes,No,Yes,Yes,Yes,No,0,0,1,1,No,Yes,Yes,No,No,No,Yes,Extremely unimportant,Neither important nor unimportant,Extremely unimportant,Only somewhat important,Only somewhat important,Extremely unimportant,Only somewhat important,Extremely important,Neither important nor unimportant,Only somewhat unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,51 to 60 years old,Caucasian,High School Graduate or equivalent,"Employed, but not at a management level","$25,000 - $39,999",Tasty,Female
4949,178186.788,Dessert Lover,Client,Buy,$1.27,$1.10 - $1.19,$1.15,6,Medium,National Health Food Store,Retailer,3,Yes,Yes,No,No,No,No,No,No,1,0,0,0,No,No,Yes,Yes,No,No,Yes,Extremely important,Extremely important,Only somewhat important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Extremely important,Only somewhat important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Female,41 to 50 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$25,000 - $39,999",Flavourful,Female
4954,79290.113,Health-Conscious,Client,Buy,$1.21,$1.40 - $1.49,$1.45,7,Medium,National Health Food Store,Convenience Store,1,No,No,No,No,No,No,No,No,0,0,0,0,No,Yes,Yes,No,No,No,No,Extremely important,Extremely important,Neither important nor unimportant,Extremely important,Only somewhat unimportant,Extremely unimportant,Extremely important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Somewhat Likely,Female,41 to 50 years old,Caucasian,Graduate or Professional Degree,"Employed, but not at a management level","$50,000 - $59,999",Delicious,Female
4968,79107.0135,Normal Food Consumer,C,Not Buy,$1.40,$1.20 - $1.29,$1.25,5,Low,National Grocery Chain Store,Warehouse Store,3,Yes,Yes,Yes,Yes,No,No,No,No,1,1,0,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,68 years old and over,Hispanic,Bachelors Degree,"Employed, but not at a management level","$60,000 - $74,999",Healthy,Female
4970,79107.0135,Health-Conscious,Major Competitor,Not Buy,$1.05,$1.00 - $1.09,$1.05,8,Medium,National Health Food Store,Warehouse Store,5,No,No,No,No,No,Yes,No,No,0,0,1,0,No,Yes,No,No,Yes,Yes,Yes,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely important,Extremely unimportant,Extremely unimportant,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,51 to 60 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$50,000 - $59,999",Delicious,Female
4976,39553.5068,Normal Food Consumer,Client,Buy,$1.04,$1.00 - $1.09,$1.05,10,High,Gas Station Store,Local Grocery Store,4,No,No,Yes,No,Yes,No,Yes,No,0,0,0,1,No,Yes,No,No,No,Yes,Yes,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Only somewhat unimportant,Only somewhat unimportant,Extremely important,Extremely important,Extremely important,Only somewhat important,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Somewhat Likely,Female,36 to 40 years old,African-American,Some College (no degree),"Employed, but not at a management level","$40,000 - $49,999",Delicious,Female
4977,153169.579,Dessert Lover,Client,Buy,$1.37,$1.40 - $1.49,$1.45,5,Low,Gas Station Store,Local Grocery Store,5,Yes,No,No,No,No,Yes,No,No,0,0,1,0,Yes,Yes,No,Yes,No,No,Yes,Extremely important,Extremely important,Extremely unimportant,Extremely important,Only somewhat unimportant,Only somewhat important,Extremely important,Extremely important,Extremely important,Extremely unimportant,Extremely unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Female,18 to 35 years old,African-American,Associate Degree,Employed as a mid-level manager,"$40,000 - $49,999",Tasty,Female
4978,79107.0135,Health Fanatic,Major Competitor,Not Buy,$1.26,$1.60 - $1.69,$1.65,6,Medium,National Health Food Store,Convenience Store,5,No,Yes,No,Yes,Yes,No,Yes,Yes,1,1,0,1,No,Yes,Yes,Yes,Yes,No,Yes,Only somewhat unimportant,Extremely important,Extremely unimportant,Extremely important,Extremely important,Extremely unimportant,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,May Recommand,Extremely Likely,Female,61 to 67 years old,African-American,Some College (no degree),Student,"$50,000 - $59,999",Delicious,Female
4979,79107.0135,Normal Food Consumer,C,Not Buy,$1.00,$1.10 - $1.19,$1.15,9,High,Other,Local Grocery Store,5,No,Yes,Yes,Yes,No,No,No,No,1,1,0,0,Yes,No,Yes,Yes,No,No,Yes,Extremely unimportant,Only somewhat important,Neither important nor unimportant,Extremely important,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Male,68 years old and over,African-American,Some College (no degree),Student,"$75,000 - $99,999",Tasty,Male
4981,141131.738,Health Fanatic,Major Competitor,Not Buy,$1.16,$1.70 or more,$1.75,6,Medium,National Health Food Store,Convenience Store,2,No,Yes,Yes,Yes,Yes,No,No,No,1,1,0,1,No,Yes,No,Yes,No,No,No,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Male,41 to 50 years old,African-American,Some College (no degree),"Employed, but not at a management level","$50,000 - $59,999",Smooth,Male
4983,94479.2278,Health-Conscious,Client,Buy,$1.14,$1.10 - $1.19,$1.15,8,High,Mass Discount Retailer,Convenience Store,6,No,Yes,No,No,No,No,No,No,1,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Extremely Likely,Female,41 to 50 years old,Caucasian,Some College (no degree),"Employed, but not at a management level","$75,000 - $99,999",Delicious,Female
4988,129280.738,Health Fanatic,C,Not Buy,$1.29,$1.70 or more,$1.75,6,Medium,National Grocery Chain Store,Convenience Store,1,No,Yes,No,Yes,Yes,No,Yes,No,1,1,0,1,Yes,No,No,Yes,No,Yes,Yes,Neither important nor unimportant,Extremely important,Neither important nor unimportant,Only somewhat important,Extremely important,Neither important nor unimportant,Only somewhat important,Extremely important,Only somewhat important,Neither important nor unimportant,Extremely important,,,,,,,,,,,,Somewhat Dissatisfied,Will Definitely Recommand,Extremely Likely,Female,61 to 67 years old,African-American,High School Graduate or equivalent,"Employed, but not at a management level","$25,000 - $39,999",Delicious,Female
4992,72464.3038,Dessert Lover,Major Competitor,Not Buy,$1.07,$1.20 - $1.29,$1.25,7,Medium,Shopping Club,Local Grocery Store,3,No,No,No,Yes,No,No,Yes,Yes,0,1,0,1,No,Yes,Yes,Yes,No,Yes,No,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat unimportant,Only somewhat important,Extremely important,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Male,41 to 50 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$60,000 - $74,999",Delicious,Male
4996,129280.738,Health-Conscious,Major Competitor,Not Buy,$1.33,$1.20 - $1.29,$1.25,6,Medium,Locally Owned Grocery Store,Convenience Store,7,Yes,Yes,Yes,No,No,No,No,Yes,1,0,0,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Only somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Extremely important,,,,,,,,,,,,Very Satisfied,May Recommand,Extremely Likely,Male,68 years old and over,Caucasian,Associate Degree,"Employed, but not at a management level","$60,000 - $74,999",Tasty,Male
5016,86545.695,Dessert Lover,Client,Buy,$1.32,$1.00 - $1.09,$1.05,5,Low,Locally Owned Grocery Store,Warehouse Store,5,Yes,Yes,No,No,No,No,No,Yes,1,0,0,1,No,Yes,No,No,No,No,No,Only somewhat important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Only somewhat important,Extremely important,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Not at all Satisfied,Will Definitely Recommand,Neither Likely nor Unlikely,Female,68 years old and over,African-American,Graduate or Professional Degree,Retired,"$25,000 - $39,999",Delicious,Female
5022,90691.0454,Health Fanatic,Major Competitor,Not Buy,$1.07,$1.70 or more,$1.75,7,Medium,Other,Local Grocery Store,3,No,No,Yes,Yes,Yes,No,No,Yes,0,1,0,1,No,Yes,No,No,No,No,Yes,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat unimportant,Extremely important,Extremely important,Only somewhat important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Will Definitely Recommand,Extremely Likely,Male,36 to 40 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$60,000 - $74,999",Flavourful,Male
